URL,TITLE,METADESCRIPTION,KEYWORDS,SOCIALTAGS,COURSENAME,PROVIDER,PRICE,DURATION,CERTIFICATE,INSTRUCTOR,DESCRIPTION,LEVEL,ISVALID?
https://redhoop.com/udemy-quickstart-adobe-audition-cc-10080-2.html,Online Course - QuickStart! - Adobe Audition CC,It s an online Music course offered by Udemy. Price: $29. Duration: 1.5 hours.  Click to learn more and find similar courses.,QuickStart! - Adobe Audition CC; Udemy; online Music courses,N/A,Online Course - QuickStart! - Adobe Audition CC,Udemy,$29,1.5 hours,Yes,VTC Software Training,Adobe Audition CC is part of the new Creative Cloud release and this QuickStart! will get you up and running with the new features. Author Sam McGuire demonstrates the basics of how Audition integrates into the cloud; the new features in CC; and some of the features which are returning to Audition from earlier versions. From sound remover to burning CDs; this QuickStart! is an excellent resource for anyone who wants to get up to speed with this update. This title is a self-paced software training course delivered via pre-recorded video. We do not provide additional information outside of the posted content.,Appropriate for all,?
https://redhoop.com/pluralsight-fire-up-emberjs-9543-2.html,Online Course - Fire Up Ember.js,It s an online Technology course offered by PluralSight. Price: Free Trial. Duration: 01:25:11.  Click to learn more and find similar courses.,Fire Up Ember.js; PluralSight; online Technology courses,N/A,Online Course - Fire Up Ember.js,PluralSight,Free Trial,01:25:11,Yes,Geoffrey Grosenbach,Ember.js is a highly anticipated framework for writing ambitious client-side web applications. But the initial learning curve can be a bit steep. MVC on the client works differently than it does on a server-based application. Ember can save you from writing a lot of code...but only if you understand how it works and what it expects. This course covers the very latest 1.0.0-pre4 version of Ember in 85 minutes.,Intermediate,?
https://redhoop.com/pluralsight-rspec-the-right-way-9649-2.html,Online Course - RSpec the Right Way,It s an online Technology course offered by PluralSight. Price: Free Trial. Duration: 03:11:20.  Click to learn more and find similar courses.,RSpec the Right Way; PluralSight; online Technology courses,N/A,Online Course - RSpec the Right Way,PluralSight,Free Trial,03:11:20,Yes,Geoffrey Grosenbach,RSpec is about writing human readable; executable documentation for your code. The process of writing RSpec examples can improve the quality of your implementation code. It can help you understand new frameworks by formalizing your expectations about how they work. As a side effect; you ll get a test suite that verifies the correctness of your applications and helps you avoid writing new bugs into the system. This video series starts by teaching you the basic RSpec syntax and the best ways to use it; and then moves on to intermediate topics such as mocks; stubs; and error cases; and then adds Ruby on Rails into the equation; covering factories; code organization; and running tests quickly.,Intermediate,?
https://redhoop.com/pluralsight-play-by-play-yehuda-katz-9658-2.html,Online Course - Play by Play: Yehuda Katz,It s an online Technology course offered by PluralSight. Price: Free Trial. Duration: 02:22:48.  Click to learn more and find similar courses.,Play by Play: Yehuda Katz; PluralSight; online Technology courses,N/A,Online Course - Play by Play: Yehuda Katz,PluralSight,Free Trial,02:22:48,Yes,Katz; Grosenbach,Yehuda Katz is a committer to several top open source projects; including Ruby on Rails and jQuery. He s also driving development of Ember.js; a framework for creating  ambitious web applications.  This course begins as Yehuda builds the backend for a scoring system using Rails 3. In about 80 minutes; he writes a prototype for retrieving data and serializing it for use on a client. In the second part; he finishes the project started in Part 1 by building a front end for a scoring system using Ember.js. In about an hour; he builds a search field that retrieves data from the server; calculates a score; and displays it. Note - this course uses an ancient version of Ember.js. If you re a fan of Yehuda Katz or want to watch him work through a simple app; check out this course. Otherwise; be sure to watch Fire Up Ember.js; which covers the latest Ember.js.,Intermediate,?
https://redhoop.com/udemy-an-introduction-to-the-mergers-and-acquisitions-game-12122-2.html,Online Course - An Introduction to the Mergers and Acquisitions Game,It s an online Business course offered by Udemy. Price: Free. Duration: 50 mins.  Click to learn more and find similar courses.,An Introduction to the Mergers and Acquisitions Game; Udemy; online Business courses,N/A,Online Course - An Introduction to the Mergers and Acquisitions Game,N/A,N/A,N/A,N/A,N/A,The Objective of this Course is to introduce you to the Game of  Mergers and Acquisitions ! Well; of course it is not really a game and nor is it a science but a complex art form. I have tried to break it into understandable components to explain it using my Six Minute Strategist Nested Hexagon Methodolody (explained in the Introductory video). The Course comprises 8 Videos. In addition; I have provided some Bonus PDFs for you to understand some of the more complex aspects of the first three Lectures and a Business Analysis Template discussed in the fifth lecture. The Course Videos last a total of 45 Minutes. The Course is structured into 8 Lectures: 1. An Introduction to the Course 2. Part 1 - The M&A Game 3. Part 2 - Sellers 4. Part 3 - Process 5. Part 4 - Critical Issues 6. Part 5 - Business Segmentation 7. Part 6 - Target Identification 8. Wrap Up and Summary If you are new to M&A or studying Business; this Course is designed to introduce you to a large number (over 120) issues you need to understand. Have I missed a topic you would like covered? Have a question relating to the course? Message me here on Udemy! Please don t forget to leave me a comment and a rating if you think it is appropriate to do so. :) Six Quick Facts about me: 1. I have a Masters Degree from Cambridge University and an MBA with Distinction from Cass Business School 2. I spent a total of nine years as a British Army Officer. 3. I am a Fellow of the Securities Institute in the UK 4. I have been advising Entrepreneurs and Companies since 1988; with deal sizes between $500k and $3 Billion 5. I have been active in Social Media since joining Ecademy in 2002 (blogging; podcasting and making business videos) 6. I have a Border Collie called Henry :) If you enjoyed this Course you may like to consider my other Courses here on Udemy: Entrepreneurs Guide: Introduction to Startups Entrepreneurs Guide to Startup Funding Udemy: Understanding Strategic Course Design Entrepreneurs Guide: Social Media Strategy for Beginners If you enjoy Online Learning; sign up for my FREE Podcast - The Online Learning Podcast which you can find by following this Link. If you enjoy the Podcast please consider leaving us a Rating and a Comment on ITunes which you can find by following this link.,Appropriate for all,?
https://redhoop.com/general-assembly-managing-software-development-5768-2.html,Online Course - Managing Software Development,It s an online Technology course offered by General Assembly. Price: Free Trial. Duration: 68 mins.  Click to learn more and find similar courses.,Managing Software Development; General Assembly; online Technology courses,N/A,Online Course - Managing Software Development,General Assembly,Free Trial,68 mins,No,Peter Bell,You ve got developers (contract or in-house) and you know what you want to build. How do you keep track of the process and make sure that you re getting the right software built and are getting a great ROI on the investment you re making in the code? In this practical session we ll look at a range of techniques to manage your development team to make sure you get the best possible software as quickly and cost effectively as possible.,Appropriate for all,?
https://redhoop.com/udemy-cfa-calculator-9287-2.html,Online Course - CFA Calculator,It s an online Business course offered by Udemy. Price: $19. Duration: 2 hours.  Click to learn more and find similar courses.,CFA Calculator; Udemy; online Business courses,N/A,Online Course - CFA Calculator,Udemy,$19,2 hours,Yes,edu CBA,This awesome online course deals in nuts and bolts of CFA Calculator. This course discuss in details all the functions of a CFA Calculator. Master CFA calculator with eduCBA. All three levels CFA participants must be efficient in using CFA Calculator. This Online course has simplified the CFA calculator with different tips and tricks. Website: - edu CBA Course Page – cfa calculator Be a part of the learning community onFacebook orTwitter You may also find awesome resources at our CFA Blog,Appropriate for all,?
https://redhoop.com/khan-academy-place-value-3031-2.html,Online Course - Place value,It s an online Math and Science course offered by Khan Academy. Price: Free Click to learn more and find similar courses.,Place value; Khan Academy; online Math and Science courses,N/A,Online Course - Place value,Khan Academy,Free,N/A,No,N/A,You ve been counting for a while now. It s second nature to go from  9  to  10  or  99  to  100 ; but what are you really doing when you add another digit? How do we represent so many numbers (really as many as we want) with only 10 number symbols (0; 1; 2; 3; 4; 5; 6; 7; 8; 9)? In this tutorial you ll learn about place value. This is key to better understanding what you re really doing when you count; carry; regroup; multiply and divide with mult-digit numbers. If you really think about it; it might change your worldview forever!,Appropriate for all,?
https://redhoop.com/udemy-learning-game-design-as-a-job-or-a-hobby-12285-2.html,Online Course - Learning Game Design: as a job or a hobby,It s an online Games course offered by Udemy. Price: $49. Duration: 35 hours.  Click to learn more and find similar courses.,Learning Game Design: as a job or a hobby; Udemy; online Games courses,N/A,Online Course - Learning Game Design: as a job or a hobby,Udemy,$49,35 hours,Yes,Dr. Lewis Pulsipher,[Note: I opted out of Udemy s deep discount marketing; so this class will never be offered for 75% off or a flat $10; let alone free. On the other hand; this course is priced as a book might be - there s certainly more words; counting bonus material; than in the average book. If I priced it as a typical Udemy course and used their marketing; it would be about $150. So you re already getting more than 67% off . . .] This course is designed for people who want to design games - video or tabletop - but lack information about what is really involved and how to go about it. It s not rocket science; but commercial design is a JOB - one that cannot be done by rote; there is no  Easy Button . I m not here to encourage you; or entice you to read; I m here to inform you. I assume you have the motivation to learn how to design games; you just need to know how. And that means you need to do it from start to finish; to complete games rather than merely start them. We ll discuss the process of game design; the possible structures in games; the best way to start learning game design; what makes a game good (there s a great variety of opinion about this); ways to provide a framework for your design efforts; ways to keep records of your work; software to help you learn. Many aspiring game designers have crippling misconceptions (such as the notion that it s all about a great idea; or that everyone who counts likes the same games they do); and I ll try to clear those out of your way. This is not a comprehensive class about game design as a whole; it is a class about learning game design. That s a process that goes on throughout a game designer s career; but it starts here. This class will never be offered for free or at very deep discounts. That is disrespectful to me and to the students who pay full price or near it. Review at Jeffro s Space Gaming blog: tinyurl.com/o6t95kn Review at Alan Paull s blog: http://boardgamegeek.com/blogpost/26361/learning-game-design-a-udemy-class-by-dr-lewis-pul Excerpts from reviews for my Brief Free Intro to Game Design:  Very Informative and useful. Thank you a lot!  Víctor Jesús Arroyo Reyes  A very good intro course No frills reality check on what to expect.  Scott Mayton Good Course The lecturer is very knowledgeable and has a lot of experience so knows exactly what he is talking about. He also tells it how it is and doesn t give any  false hope  that the game industry is a get rich quick scheme or an always fun environment. Shane Robinson awesome excellent Mauricio  As a novice video game maker of three years now; I have seen many people online talk about an  awesome  idea but never begin to make it. Dr. Pulsipher discusses some of the common pitfalls when designing a game; the steps it takes to actually make a playable game; and some of the less-than-glamorous realities of the game industry. I will definitely use what I have learned when designing my next game and I highly recommend it.  Louvie Tuckerg Brief Free Intro to Game Design; comment to an Answer:  Thank you very much for the fast and detailed answer; I really appreciate that you take your time to discuss these subjects with an aspiring junior; like me.  János Glöckl private message:  I have but finished watching both your courses here on Udemy; and i praise you for your straightforward and realistic approach on the subject of game design and the games industry.  Marcelo Melo,Appropriate for all,?
https://redhoop.com/tuts-lets-learn-ember-5843-2.html,Online Course - Let’s Learn Ember,It s an online Technology course offered by Tuts+. Price: Subscription Click to learn more and find similar courses.,Let’s Learn Ember; Tuts+; online Technology courses,N/A,Online Course - Let’s Learn Ember,Tuts+,Subscription,N/A,No,José Mota,This course will get you up to speed on the basics of Ember.js. You’ll gain an understanding of what an application contains; which components it uses and how you can put it all together. 14 LessonsView Course,Appropriate for all,?
