URL,TITLE,METADESCRIPTION,KEYWORDS,SOCIALTAGS,COURSENAME,PROVIDER,PRICE,DURATION,CERTIFICATE,INSTRUCTOR,DESCRIPTION,LEVEL,ISVALID?
https://redhoop.com/udemy-introduction-to-graphic-design-12158-2.html,Online Course - Introduction to Graphic Design,It s an online Design course offered by Udemy. Price: Free. Duration: 47 mins.  Click to learn more and find similar courses.,Introduction to Graphic Design; Udemy; online Design courses,N/A,Online Course - Introduction to Graphic Design,Udemy,Free,47 mins,Yes,Sean Berg,Are you tired of learning Photoshop tricks without understanding how to apply the software to real design? Or maybe you just want to understand what really is design and how can you become a real designer? Design goes way beyond software and there is a lot of theory behind it. In this introductory course; you ll learn the basics needed to create amazing and real design. For this course; you won t need any sort of equipment or specific software.  Why? Isn t design just Photoshop?  you may ask; to which I answer  No; my dear reader! It is not! . By understanding the process behind what real designers do and understand; you will also be able to see what makes good design. Why is that logo appealing? Why does that poster grab my attention? How is it that I can understand that ad; even though nothing is written on it? After participating in this course; you ll finally understand more of design and gain the ability to see the world in a different way. From the history of communication to the 5 basics principles of design; if you really want to learn design this is the perfect course for you!,Appropriate for all,?
https://redhoop.com/music-12-1.html,Music Video Courses,217 Music Video Courses,Online courses; online classes; free online courses; free online classes; online education; education video; educational video; MOOC,N/A,Music Video Courses,N/A,N/A,N/A,N/A,N/A,N/A,N/A,?
https://redhoop.com/lynda-gimp-essential-training-1920-2.html,Online Course - GIMP Essential Training,It s an online Design course offered by Lynda. Price: Free Trial. Duration: 4h 44m.  Click to learn more and find similar courses.,GIMP Essential Training; Lynda; online Design courses,N/A,Online Course - GIMP Essential Training,Lynda,Free Trial,4h 44m,Yes,Justin Seeley,GIMP is a popular open-source image editor for Mac; Windows; and Linux that has slowly evolved to become a credible free alternative to programs like Adobe Photoshop. In this course; Justin Seeley shows how to translate basic image editing techniques to GIMP; such as cropping and resizing; selecting and masking; improving tone and contrast; and dedicates other chapters to retouching with the cloning and healing tools; creating illustrative effects with the paint and ink brushes; and working with text and paths. The final sections show you how to save time by automating tasks with macros and batch processing and how to print and save your work. Topics include: What is GIMP? Performing nondestructive edits with layers Exploring blend modes Adjusting transparency Making selections Creating layer masks Adjusting color and contrast with Curves; Levels; and other auto adjustments Sharpening images Using patterns and gradients in your images Fixing image flaws Enhancing photos with filters Automating your workflow,Beginner,?
https://redhoop.com/udemy-make-better-videos-tips-from-a-professional-filmmaker-4595-2.html,Online Course - Make Better Videos - Tips from a Professional Filmmaker,It s an online Arts and Photography course offered by Udemy. Price: Free. Duration: 2.5 hours.  Click to learn more and find similar courses.,Make Better Videos - Tips from a Professional Filmmaker; Udemy; online Arts and Photography courses,N/A,Online Course - Make Better Videos - Tips from a Professional Filmmaker,N/A,N/A,N/A,N/A,N/A,MAKE BETTER VIDEOS Taken from a series of articles on www.VideoSchoolOnline.com this course has easy-to-implement tips on making your videos better. All of this is provided to you for free! Phil Ebiner is a professional filmmaker working in the film industry for the past few years. He graduated from film school and Loyola Marymount University and has traveled the world making documentaries. The key topics of this course are: Choosing Better Topics Better Video Pre-Production Better Shooting Better Lighting Better Sound Recording Better Editing Better Distribution & Getting More Views The course contains video lectures as well as articles to help. Everything is available for download so you can take it with you! ----------------------------------------------------------------------------------------------------------------------- Check out all of the Video School Online courses: Teaching Online Courses How to Build an Online Teaching Career (FREE) (enroll) ScreenFlow Basics - Screen Recording Made Easy (enroll) Video Making Video Editing in Adobe Premiere Pro - The Complete Guide (enroll) Video Editing 101 - Final Cut Pro (enroll) Complete Guide to Wedding Videography (enroll) Green Screen Video Editing (enroll) Make Better Videos - Tips from a Professional Filmmaker (FREE) (enroll) Adobe Premiere Pro - Basics in Under 1 Hour (FREE) (enroll) Motion Graphics After Effects Complete Course - Motion Graphics for Beginners (enroll) How to Create Your Own Video Intro (enroll) Kinetic Typography Crash Course (enroll) 10 Amazing Lower Thirds - Professional Video Titles (enroll) After Effects Crash Course - Lite Version (FREE) (enroll) Photography Adobe Lightroom 5 Crash Course (enroll) Photography for Kids - Project-Based Beginner Photography (enroll) The Art of Travel Photography (enroll) Photoshop Tools(enroll) Design Adobe Illustrator CC - The Complete Guide (enroll) Design Your Own eBook Cover That Sells (enroll) How to Make a Slideshow in PowerPoint; iMovie; and Online (enroll) Electives: Resumes; Web; Beer; and More! Professional Resume and Cover Letter Training (enroll) Bluehost and Wordpress - The Quick & Easy Guide (FREE) (enroll) Brew Your Own Beer (enroll),Appropriate for all,?
https://redhoop.com/udacity-intro-to-statistics-making-decisions-based-on-data-3949-2.html,Online Course - Intro to Statistics : Making Decisions Based on Data,It s an online Technology course offered by Udacity. Price: Free Click to learn more and find similar courses.,Intro to Statistics : Making Decisions Based on Data; Udacity; online Technology courses,N/A,Online Course - Intro to Statistics : Making Decisions Based on Data,Udacity,Free,N/A,Yes,Sebastian Thrun,Statistics is about extracting meaning from data. In this class; we will introduce techniques for visualizing relationships in data and systematic techniques for understanding the relationships using mathematics. What Will I Learn? This course will cover visualization; probability; regression and other topics that will help you learn the basic methods of understanding data with statistics. What Should I Know? This course does not require any previous knowledge of statistics. Basic familiarity with algebra such as knowing how to compute the mean; median and mode of a set of numbers will be helpful. Syllabus Lesson 1: Visualizing relationships in data Seeing relationships in data and predicting based on them; Simpson s paradox Lesson 2: Probability Probability; Bayes Rule; Correlation vs. Causation Lesson 3: Estimation Maximum Likelihood Estimation; Mean; Median; Mode; Standard Deviation; Variance Lesson 4: Outliers and Normal Distribution Outliers; Quartiles; Binomial Distribution; Central Limit Theorem; Manipulating Normal Distribution Lesson 5: Inference Confidence intervals; Hypothesis Testing Lesson 6: Regression Linear regression; correlation Lesson 7: Final Exam FAQ When does the course begin? This class is self paced. You can begin whenever you like and then follow your own pace. It’s a good idea to set goals for yourself to make sure you stick with the course. How long will the course be available? This class will always be available! How do I know if this course is for me? Take a look at the “Class Summary;” “What Should I Know;” and “What Will I Learn” sections above. If you want to know more; just enroll in the course and start exploring. Can I skip individual videos? What about entire lessons? Yes! The point is for you to learn what YOU need (or want) to learn. If you already know something; feel free to skip ahead. If you ever find that you’re confused; you can always go back and watch something that you skipped. How much does this cost? It’s completely free! If you’re feeling generous; we would love to have you contribute your thoughts; questions; and answers to the course discussion forum. What are the rules on collaboration? Collaboration is a great way to learn. You should do it! The key is to use collaboration as a way to enhance learning; not as a way of sharing answers without understanding them. Why are there so many questions? Udacity classes are a little different from traditional courses. We intersperse our video segments with interactive questions. There are many reasons for including these questions: to get you thinking; to check your understanding; for fun; etc... But really; they are there to help you learn. They are NOT there to evaluate your intelligence; so try not to let them stress you out. What should I do while I’m watching the videos? Learn actively! You will retain more of what you learn if you take notes; draw diagrams; make notecards; and actively try to make sense of the material.,Beginner,?
https://redhoop.com/udemy-an-introduction-to-english-pronunciation-4839-2.html,Online Course - An Introduction to English Pronunciation,It s an online Languages course offered by Udemy. Price: $19. Duration: 3 hours.  Click to learn more and find similar courses.,An Introduction to English Pronunciation; Udemy; online Languages courses,N/A,Online Course - An Introduction to English Pronunciation,Udemy,$19,3 hours,Yes,Justin Noppe,First impressions are important. Your speaking is the first thing that people notice when they meet you. It is so important that you sound good and speak well. The first part of this is your pronunciation. Even the best words can sound bad because of a bad accent. This course will teach you from the smallest parts of pronunciation to the biggest parts and help you train your accent each step of the way.  This course will take you over 3 hours to complete but remember that an accent takes time and training to change; so it is suggested that you do only one section per week and train every day. The recommended time is approximately 13 weeks to complete the course. This course is for anyone who wants to understand how English pronunciation works and change their accent.,Appropriate for all,?
https://redhoop.com/coursera-an-introduction-to-corporate-finance-3782-2.html,Online Course - An Introduction to Corporate Finance,It s an online Business course offered by Coursera. Price: Free. Duration: 6 weeks.  Click to learn more and find similar courses.,An Introduction to Corporate Finance; Coursera; online Business courses,N/A,Online Course - An Introduction to Corporate Finance,Coursera,Free,6 weeks,Yes,N/A,PART OF THE WHARTON FOUNDATION SERIES  This course is part of the Wharton foundation series in the MOOC format. This course serves as an introduction to business finance (corporate financial management and investments) for graduate level business school students preparing for upper-level course work. The primary objective is to provide a framework; concepts; and tools for analyzing financial decisions based on fundamental principles of modern financial theory. Click below for the other Wharton Foundation Series courses: An Introduction to Marketing An Introduction to Financial Accounting An Introduction to Operations Management,Appropriate for all,?
https://redhoop.com/edx-think101x-the-science-of-everyday-thinking-9423-2.html,Online Course - Think101x: The Science of Everyday Thinking,It s an online Humanities course offered by edX. Price: Free. Duration: 12 weeks.  Click to learn more and find similar courses.,Think101x: The Science of Everyday Thinking; edX; online Humanities courses,N/A,Online Course - Think101x: The Science of Everyday Thinking,edX,Free,12 weeks,Yes,Jason Tangen; Matthew Thompson; Emma MacKenzie,We will explore everyday thinking: why people believe weird things; how we form and change our opinions; why our expectations skew our judgments; and how we can make better decisions. We discuss and debate topics such as medical diagnosis; paranormal phenomena; placebos; miracles; and more. You will learn how to evaluate claims; make sense of evidence; and understand why we so often make irrational choices. You will begin to rely on slow; effortful; deliberative; analytic; and logical thinking rather than fast; automatic; instinctive; emotional; and stereotypical thinking. The course provides tools for how to think independently; how to be skeptical; and how to value data over personal experience. We will examine the mental shortcuts and rules-of-thumb that people use and misuse; and apply this knowledge to everyday situations to help make better decisions. The Think101 team has travelled far and wide to film conversations with some very clever people including: Daniel Kahneman; who won the Nobel in economic science; Elizabeth Loftus who pioneered the study of false memories; and even the MythBusters about testing claims and distinguishing between fact and fiction. We met 21 leading thinkers from across the world and combined hundreds of hours of conversations; demonstrations; and assessment into short episodes on how to evaluate claims; learn and remember information better; and improve everyday thinking.,Appropriate for all,?
https://redhoop.com/novoed-raising-startup-capital-15054-2.html,Online Course - Raising Startup Capital,It s an online Business course offered by NovoEd. Price: $149.00 Click to learn more and find similar courses.,Raising Startup Capital; NovoEd; online Business courses,N/A,Online Course - Raising Startup Capital,NovoEd,$149.00,N/A,No,Clint Korver; Jenny Rooke,The Course Learn from Experienced Silicon Valley Entrepreneurs and Investors: If you want to raise funding for your startup; you probably already know there is more to it than creating an impressive investment pitch deck. In this course; instructors from the leading venture capital training program; the Kauffman Fellows Program; teach you how to manage the fundraising process--from identifying potential investors; to making your investment pitch; to driving a funding to closure. In addition to entrepreneurs who are raising funds or who anticipate raising funds in the near future; this course is also for anyone who works with the venture community; including lawyers; accountants; angel investors; bankers; policy makers; regulators and educators. In this online course; you will learn what type of investment is best for your startup: venture capital; angel capital; grant funding; friends-and-family funding or self-funding. You will learn from experienced Silicon Valley entrepreneurs and investors specific strategies for approaching investors and techniques for managing the fundraising process for success. Our goal in this course is for you to become more efficient and effective in raising capital for your startup. This class focuses on venture capital fundraising in particular as it requires the most sophistication and planning. If you understand how to raise venture capital; you are in good shape for raising capital from other sources. Through this course you will understand: The goals and investment criteria for venture capitalists; angels; friends and family; and philanthropic organizations. When you should raise funding from each source and the pros / cons of each. How to use your network to get a first meeting. How to create forcing functions to drive a funding to closure. Common mistakes and how to avoid them. How to be more efficient in fundraising by minimizing time spent on low probability funding sources. How to be more effective in fundraising by making the best use of your limited time with investors. More Information This class will be team-oriented and practice-based. Through videos and readings you’ll learn fundraising best practices. However; much of the learning in this class will take place as you work with other students; in virtual teams; to apply these practices to case studies and real startups. Course Syllabus Week 1: Your funding options Goals; investment criteria and typical form of investment for self-funding; friends and family; angels and venture capitalists Pros / cons of each investment type Week 2: Grant funding Sources of grant funding Could your startup get grand funding? Should your startup get grand funding? Pursuing grant funding I got the grant! Now What? Gates Foundation case study Week 3: Pre Funding preparation How to identify funding sources that fit your startup How much to raise When to raise Building relationships with investors Fund raising materials Creating an A & B target list Week 4: The 1st meeting VC context How to get the first meeting 1st meeting goals The pitch 1st meeting tips Warning signs for investors How to answer “what are your valuation expectations?” Week 5: 1st meeting to investment Typical process post 1st meeting Managing radio silence Managing rejection Creating a forcing function Negotiation thoughts Choosing among investors More Information Workload: 2 - 4 hours / week Prerequisites: This is an introductory course and there are no prerequisites. Technical Requirements: You need a computer that allows you to watch the video lectures and provides the ability to upload your assignments; which will include text reports and images or video. Statement of Accomplishment: Subject to satisfactory performance and course completion; you will receive a statement of accomplishment signed by the instructor. This statement will not stand in the place of a course taken at Stanford or an accredited institution.,Appropriate for all,?
https://redhoop.com/khan-academy-introduction-to-statistics-10266-2.html,Online Course - Introduction to statistics,It s an online Math and Science course offered by Khan Academy. Price: Free Click to learn more and find similar courses.,Introduction to statistics; Khan Academy; online Math and Science courses,N/A,Online Course - Introduction to statistics,Khan Academy,Free,N/A,No,N/A,This tutorial will get you started in your statistics journey. In particular; we ll think about what types of questions can be answered with statistics and come up with some basic measures of central tendency! Common Core Standards: 6.SP.A.1; 6.SP.A.2; 6.SP.A.3,Appropriate for all,?
